Level nr;Code;Parent code;Label NL;Label FR;Label DE;Label EN
5;58290;5829;Overige uitgeverijen van software;Édition d'autres logiciels;Verlegen von sonstiger Software;
5;59111;5911;Productie van bioscoopfilms;Production de films cinématographiques;Produktion von Kinofilmen;
5;59112;5911;Productie van televisiefilms;Production de films pour la télévision;Produktion von Fernsehfilmen;
5;59113;5911;Productie van films, m.u.v. bioscoop- en televisiefilms;Production de films autres que cinématographiques et pour la télévision;Filmproduktion, mit Ausnahme von Kino- und Fernsehfilmen;
5;59114;5911;Productie van televisieprogramma's;Production de programmes pour la télévision;Produktion von Fernsehprogrammen;
5;59120;5912;Activiteiten in verband met films en video- en televisieprogramma's na de productie;Post-production de films cinématographiques, de vidéo et de programmes de télévision;Nachbearbeitung und sonstige Filmtechnik;
5;59130;5913;Distributie van films en video- en televisieprogramma's;Distribution de films cinématographiques, de vidéo et de programmes de télévision;Filmverleih und -vertrieb (ohne Videotheken);
5;59140;5914;Vertoning van films;Projection de films cinématographiques;Filmvorfÿhrung;
5;59201;5920;Maken van geluidsopnamen;Production d'enregistrements sonores;Produktion von Tonaufnahmen;
5;59202;5920;Geluidsopnamestudio's;Studios d'enregistrements sonores;Tonaufnahmestudios;
5;59203;5920;Uitgeverijen van muziekopnamen;Edition musicale;Herausgabe von Tonaufnahmen;
5;59209;5920;Overige diensten in verband met het maken van geluidsopnamen;Autres services d'enregistrements sonores;Sonstige mit der Anfertigung von Tonaufnahmen zusammenhängende Dienstleistungen;
5;60100;6010;Uitzenden van radioprogramma's;Diffusion de programmes radio;Hörfunkveranstalter;
5;60200;6020;Programmeren en uitzenden van televisieprogramma's;Programmation de télévision et télédiffusion;Fernsehveranstalter;
5;61100;6110;Draadgebonden telecommunicatie;Télécommunications filaires;Leitungsgebundene Telekommunikation;
5;61200;6120;Draadloze telecommunicatie;Télécommunications sans fil;Drahtlose Telekommunikation;
5;61300;6130;Telecommunicatie via satelliet;Télécommunications par satellite;Satellitentelekommunikation;
5;61900;6190;Overige telecommunicatie;Autres activités de télécommunication;Sonstige Telekommunikation;
5;62010;6201;Ontwerpen en programmeren van computerprogramma's;Programmation informatique;Programmierungstätigkeiten;
5;62020;6202;Computerconsultancy-activiteiten;Conseil informatique;Erbringung von Beratungsleistungen auf dem Gebiet der Informationstechnologie;
5;62030;6203;Beheer van computerfaciliteiten;Gestion d'installations informatiques;Betrieb von Datenverarbeitungseinrichtungen fÿr Dritte;
5;62090;6209;Overige diensten op het gebied van informatietechnologie en computer;Autres activités informatiques;Erbringung von sonstigen Dienstleistungen der Informationstechnologie;
5;63110;6311;Gegevensverwerking, webhosting en aanverwante activiteiten;Traitement de données, hébergement et activités connexes;Datenverarbeitung, Hosting und damit verbundene Tätigkeiten;
5;63120;6312;Webportalen;Portails Internet;Webportale;
5;63910;6391;Persagentschappen;Activités des agences de presse;Korrespondenz- und Nachrichtenbÿros;
5;63990;6399;Overige dienstverlenende activiteiten op het gebied van informatie, n.e. g.;Autres services d'information n.c.a.;Erbringung von sonstigen Informationsdienstleistungen a. n. g.;
5;64110;6411;Centrale banken;Activités de banque centrale;Zentralbanken;
5;64190;6419;Overige geldscheppende financiële instellingen;Autres intermédiations monétaires;Kreditinstitute (ohne Spezialkreditinstitute);
5;64200;6420;Holdings;Activités des sociétés holding;Beteiligungsgesellschaften;
5;64300;6430;Beleggingstrusts en -fondsen en vergelijkbare financiële instellingen;Fonds de placement et entités financières similaires;Treuhand- und sonstige Fonds und ähnliche Finanzinstitutionen;
5;64910;6491;Financiële lease;Crédit-bail;Institutionen fÿr Finanzierungsleasing;
5;64921;6492;Verstrekken van verbruikskrediet;Octroi de crédit à la consommation;Vergabe von Verbraucherkrediten;
5;64922;6492;Verstrekken van hypothecair krediet;Octroi de crédit hypothécaire;Vergabe von Hypothekendarlehen;
5;64929;6492;Overige kredietvertsrekking, n.e.g.;Autre distribution de crédit n.c.a.;Sonstige Kreditvergabe a.n.g.;
5;64991;6499;Factoring;Activités d'affacturage (Factoring);Factoring;
5;64992;6499;Activiteiten van beursvennootschappen;Activités des sociétés de bourse;Tätigkeiten von Börsengesellschaften;
5;64999;6499;Overige financiële dienstverlening;Autres activités des services financiers;Sonstige Finanzdienstleistungen;
5;65111;6511;Rechtstreekse verzekeringsverrichtingen leven;Opérations directes d'assurance vie;direkte Lebensversicherungsgeschäfte;
5;65112;6511;Activiteiten van gemengde verzekeringsondernemingen, overwegend leven;Activités des entreprises d'assurances multibranches à prédominance vie;Tätigkeiten von Versicherungsunternehmen in verschiedenen Versicherungszweigen mit Schwerpunkt in der Lebensversicherung;
5;65121;6512;Rechtstreekse verzekeringsverrichtingen niet-leven;Opérations directes d'assurance non-vie;Sonstige Versicherungen (ohne Rÿckversicherung);
5;65122;6512;Activiteiten van gemengde verzekeringsondernemingen, overwegend niet-leven;Activités des entreprises d'assurances multibranches à prédominance non-vie;Tätigkeiten von Versicherungsunternehmen in verschiedenen Versicherungszweigen mit Schwerpunkt in der Nichtlebensversicherung;
5;65200;6520;Herverzekeringen;Réassurance;Rÿckversicherungen;
5;65300;6530;Pensioenfondsen;Caisses de retraite;Pensionskassen und Pensionsfonds;
5;66110;6611;Beheer van financiële markten;Administration de marchés financiers;Effekten- und Warenbörsen;
5;66120;6612;Effecten- en goederenhandel;Courtage de valeurs mobilières et de marchandises;Effekten- und Warenhandel;
5;66191;6619;Agenten en makelaars in bankdiensten;Activités des agents et courtiers en services bancaires;Makler und Vermittler im Bereich Bankdienstleistungen;
5;66199;6619;Overige ondersteunende activiteiten in verband met financiële diensten, exclusief verzekeringen en pensioenfondsen, n.e.g.;Autres activités auxiliaires de services financiers n.c.a., hors assurance et caisses de retraite;Andere Hilfstätigkeiten im Bereich Finanzdienstleistungen a.n.g., mit Ausnahme von Versicherungen und Pensionskassen;
5;66210;6621;Risicoanalisten en schadetaxateurs;Évaluation des risques et dommages;Risiko- und Schadensbewertung;
5;66220;6622;Verzekeringsagenten en -makelaars;Activités des agents et courtiers d'assurances;Tätigkeit von Versicherungsmaklerinnen und -maklern;
5;66290;6629;Overige ondersteunende activiteiten in verband met verzekeringen en pensioenfondsen;Autres activités auxiliaires d'assurance et de caisses de retraite;Sonstige mit Versicherungsdienstleistungen und Pensionskassen verbundene Tätigkeiten;
5;66300;6630;Vermogensbeheer;Gestion de fonds;Fondsmanagement;
5;68100;6810;Handel in eigen onroerend goed;Activités des marchands de biens immobiliers;Kauf und Verkauf von eigenen Grundstÿcken, Gebäuden und Wohnungen;
5;68201;6820;Verhuur en exploitatie van eigen of geleasd residentieel onroerend goed, exclusief sociale woningen;Location et exploitation de biens immobiliers résidentiels propres ou loués, sauf logements sociaux;Vermietung, Verpachtung von eigenen oder geleasten Wohnimmobilien mit Ausnahme von Sozialwohnungen;
5;68202;6820;Verhuur en exploitatie van sociale woningen;Location et exploitation de logements sociaux;Vermietung und Verpachtung von Sozialwohnungen;
5;68203;6820;Verhuur en exploitatie van eigen of geleasd niet-residentieel onroerend goed, exclusief terreinen;Location et exploitation de biens immobiliers non résidentiels propres ou loués, sauf terrains;Vermietung, Verpachtung von eigenen oder geleasten Nichtwohnimmobilien mit Ausnahme von Grundstÿcken;
5;68204;6820;Verhuur en exploitatie van terreinen;Location et exploitation de terrains;Vermietung und Verpachtung von Grundstÿcken;
5;68311;6831;Bemiddeling bij de aankoop, verkoop en verhuur van onroerend goed voor een vast bedrag of op contractbasis;Intermédiation en achat, vente et location de biens immobiliers pour compte de tiers;Vermittlung bei Kauf, Verkauf und Vermietung von Immobilien fÿr Dritte;
5;68312;6831;Schatten en evalueren van onroerend goed voor een vast bedrag of op contractbasis;Estimation et évaluation de biens immobiliers pour compte de tiers;Schätzung und Bewertung von Immbilien fÿr Dritte;
5;68321;6832;Beheer van residentieel onroerend goed voor een vast bedrag of op contractbasis;Administration de biens immobiliers résidentiels pour compte de tiers;Verwaltung von Wohnimmobilien fÿr Dritte;
5;68322;6832;Beheer van niet-residentieel onroerend goed voor een vast bedrag of op contractbasis;Administration de biens immobiliers non résidentiels pour compte de tiers;Verwaltung von Nichtwohnimmobilien fÿr Dritte;
5;69101;6910;Activiteiten van advocaten;Activités des avocats;Tätigkeiten von Rechtsanwälten;
5;69102;6910;Activiteiten van notarissen;Activités des notaires;Tätigkeiten von Notaren;
5;69103;6910;Activiteiten van deurwaarders;Activités des huissiers de justice;Tätigkeiten von Gerichtsvollziehern;
5;69109;6910;Overige rechtskundige dienstverlening;Autres activités juridiques;Sonstige Rechtsberatung;
5;69201;6920;Accountants en belastingconsulenten;Activités des experts-comptables et des conseils fiscaux;Tätigkeiten von Buchhaltern und Steuerberatern;
5;69202;6920;Boekhouders en boekhouders-fiscalisten;Activités des comptables et des comptables-fiscalistes;Tätigkeiten von Buchhaltern und Steuerexperten;
5;69203;6920;Bedrijfsrevisoren;Activités des réviseurs d'entreprises;Wirtschaftsprÿfer;
5;70100;7010;Activiteiten van hoofdkantoren;Activités des sièges sociaux;Verwaltung und Fÿhrung von Unternehmen und Betrieben;
5;70210;7021;Adviesbureaus op het gebied van public relations en communicatie;Conseil en relations publiques et en communication;Public-Relations-Beratung;
5;70220;7022;"Overige adviesbureaus op het gebied van bedrijfsbeheer; adviesbureaus op het gebied van bedrijfsvoering";Conseil pour les affaires et autres conseils de gestion;Unternehmensberatung;
5;71111;7111;Bouwarchitecten;Activités d'architecture de construction;Tätigkeiten im Bereich Architektur und Bau;
5;71112;7111;Interieurarchitecten;Activités d'architecture d'intérieur;Tätigkeiten im Bereich Innenarchitektur;
5;71113;7111;Stedebouwkundige en tuin- en landschapsarchitecten;Activités d'architecture d'urbanisme, de paysage et de jardin;Tätigkeiten in den Bereichen Stadtplanung, Garten- und Landschaftsarchitektur usw.;
5;71121;7112;Ingenieurs en aanverwante technische adviseurs, exclusief landmeters;Activités d'ingénierie et de conseils techniques, sauf activités des géomètres;Ingenieurstätigkeiten, technische Beratung, mit Ausnahme von Vermessungstätigkeiten;
5;71122;7112;Landmeters;Activités des géomètres;Landvermessungsbÿros;
5;71201;7120;Technische controle van motorvoertuigen;Contrôle technique des véhicules automobiles;Technische Kontrolle von Kraftfahrzeugen;
5;71209;7120;Overige technische testen en toetsen;Autres activités de contrôle et analyses techniques;Sonstige technische Kontrollen und Analysen;
5;72110;7211;Speur- en ontwikkelingswerk op biotechnologisch gebied;Recherche-développement en biotechnologie;Forschung und Entwicklung im Bereich Biotechnologie;
5;72190;7219;Overig speur- en ontwikkelingswerk op natuurwetenschappelijk gebied;Recherche-développement en autres sciences physiques et naturelles;Sonstige Forschung und Entwicklung im Bereich Natur-, Ingenieur-, Agrarwissenschaften und Medizin;
5;72200;7220;Speur- en ontwikkelingswerk op het gebied van de maatschappij- en geesteswetenschappen;Recherche-développement en sciences humaines et sociales;Forschung und Entwicklung im Bereich Rechts-, Wirtschafts- und Sozialwissenschaften sowie im Bereich Sprach-, Kultur- und Kunstwissenschaften;
5;73110;7311;Reclamebureaus;Activités des agences de publicité;Werbeagenturen;
5;73120;7312;Mediarepresentatie;Régie publicitaire de médias;Vermarktung und Vermittlung von Werbezeiten und Werbeflächen;
5;73200;7320;Markt- en opinieonderzoekbureaus;Études de marché et sondages d'opinion;Markt- und Meinungsforschung;
5;74101;7410;Ontwerpen van textielpatronen, kleding, juwelen, meubels en decoratieartikelen;Création de modèles pour les biens personnels et domestiques;Ateliers fÿr Textil-, Schmuck-, Möbel- u.ä. Design;
5;74102;7410;Activiteiten van industriële designers;Activités de design industriel;Tätigkeiten im Bereich Industriedesign;
5;74103;7410;Activiteiten van grafische designers;Activités de design graphique;Tätigkeiten im Bereich Graphikdesign;
5;74104;7410;Activiteiten van interieurdecorateurs;Décoration d'intérieur;Tätigkeiten im Bereich Innenausstattung;
5;74105;7410;Activiteiten van decorateur-etalagisten;Décoration d'étalage;Tätigkeiten im Bereich Schaufenstergestaltung;
5;74109;7410;Overige activiteiten van gespecialiseerde designers;Autres activités spécialisées de design;Sonstige spezialisierte Designtätigkeiten;
5;74201;7420;Activiteiten van fotografen, met uitzondering van persfotografen;Production photographique, sauf activités des photographes de presse;Tätigkeiten von Fotographen mit Ausnahme von Pressefotographen;
5;74202;7420;Activiteiten van persfotografen;Activités des photographes de presse;Tätigkeiten von Pressefotographen;
5;74209;7420;Overige fotografische activiteiten;Autres activités photographiques;Sonstige Tätigkeiten im Bereich Fotographie;
5;74300;7430;Vertalers en tolken;Traduction et interprétation;ÿbersetzen und Dolmetschen;
5;74901;7490;Activiteiten van managers van artiesten, sportlui en overige bekende pesonaliteiten;Activités des agents et représentants d'artistes, de sportifs et d'autres personnalités publiques;Agenten- und Managertätigkeiten fÿr Kÿnstler, Sportler und andere prominenten Persönlichkeiten;
5;74909;7490;Overige gespecialiseerde wetenschappelijke en technische activiteiten;Autres activités spécialisées, scientifiques et techniques;Sonstige spezialisierte, wissenschaftliche und technische Tätigkeiten;
5;75000;7500;Veterinaire diensten;Activités vétérinaires;Veterinärwesen;
5;77110;7711;Verhuur en lease van personenauto's en lichte bestelwagens (kleiner dan 3,5 ton);Location et location-bail d'automobiles et d'autres véhicules automobiles légers (inférieur à 3,5 tonnes);Vermietung von Kraftwagen mit einem Gesamtgewicht von 3,5 t oder weniger;
5;77120;7712;Verhuur en lease van vrachtwagens en overige motorvoertuigen (groter dan 3,5 ton);Location et location-bail de camions et d'autres véhicules automobiles lourds (supérieur à 3,5 ton);Vermietung von Kraftwagen mit einem Gesamtgewicht von mehr als 3,5 t;
5;77210;7721;Verhuur en lease van sport- en recreatieartikelen;Location et location-bail d'articles de loisirs et de sport;Vermietung von Sport- und Freizeitgeräten;
5;77220;7722;Verhuur van videobanden, dvd's en cd's;Location de vidéocassettes et de disques vidéo;Videotheken;
5;77291;7729;Verhuur en lease van machines, apparatuur en handgereedschap voor doe-het-zelvers;Location et location-bail de machines-outils, de matériel et d'outils à main pour le bricolage;Vermietung und Leasing von Werkzeugmaschinen, Geräten und Handwerkzeugen fÿr Heimwerker;
5;77292;7729;Verhuur en lease van televisietoestellen en andere audio- en videoapparatuur;Location et location-bail de téléviseurs et d'autres appareils audiovisuels;Vermietung und Leasing von Fernsehern und anderen audiovisuellen Geräten;
5;77293;7729;Verhuur en lease van vaat- en glaswerk, keuken- en tafelgerei, elektrische huishoudapparaten en andere huishoudelijke benodigdheden;Location et location-bail de vaisselle, couverts, verrerie, articles pour la cuisine, appareils électriques et électroménagers;Vermietung und Leasing von Geschirr, Glaswaren, Kÿchen- und Tischbesteck, elektrischen Haushaltsgeräten und sontigen Haushaltsutensilien;
5;77294;7729;Verhuur en lease van textiel, kleding, sieraden en schoeisel;Location et location-bail de textiles, d'habillement, de bijoux et de chaussures;Vermietung und Leasing von Textilien, Kleidung, Schmuck und Schuhen;
5;77295;7729;Verhuur en lease van medisch en paramedisch materieel;Location et location-bail de matériel médical et paramédical;Vermietung und Leasing von medizinischem und paramedizinischem Material;
5;77296;7729;Verhuur en lease van bloemen en planten;Location et location-bail de fleurs et de plantes;Vermietung und Leasing von Blumen und Pflanzen;
5;77299;7729;Verhuur en lease van andere consumentenartikelen, n.e.g.;Location et location-bail d'autres biens personnels et domestiques n.c.a.;Vermietung und Leasing von sontigen persönlichen Gÿtern und Haushaltsgÿtern a.n.g.;
5;77310;7731;Verhuur en lease van landbouwmachines en -werktuigen;Location et location-bail de machines et d'équipements agricoles;Vermietung von landwirtschaftlichen Maschinen und Geräten;
5;77320;7732;Verhuur en lease van machines en installaties voor de bouwnijverheid en de weg- en waterbouw;Location et location-bail de machines et d'équipements pour la construction;Vermietung von Baumaschinen und -geräten;
5;77330;7733;Verhuur en lease van kantoormachines, inclusief computers;Location et location-bail de machines de bureau et de matériel informatique;Vermietung von Bÿromaschinen, Datenverarbeitungsgeräten und -einrichtungen;
5;77340;7734;Verhuur en lease van schepen;Location et location-bail de matériels de transport par eau;Vermietung von Wasserfahrzeugen;
5;77350;7735;Verhuur en lease van luchtvaartuigen;Location et location-bail de matériels de transport aérien;Vermietung von Luftfahrzeugen;
5;77391;7739;Verhuur en lease van speel-, amusement-, en verkoopautomaten;Location et location-bail de machines à sous, de machines de jeux et de machines automatiques de vente de produits;Vermietung und Leasing von Spiel-, Unterhaltungs- und Verkaufsautomaten;
5;77392;7739;Verhuur en lease van tenten;Location et location-bail de tentes;Vermietung und Leasing von Zelten;
5;77393;7739;Verhuur en lease van caravans en motorhomes;Location et location-bail de caravanes et de motorhomes;Vermietung und Leasing von Wohnwagen und Wohnmobilen;
5;77394;7739;Verhuur en lease van woon- en bureelcontainers en dergelijke accommodatie;Location et location-bail de conteneurs à usage d'habitation, de bureau et similaires;Location et location-bail de conteneurs à usage d'habitation, de bureau et similaires;
5;77399;7739;Verhuur en lease van andere machines en werktuigen en andere materiële goederen;Location et location-bail d'autres machines, équipements et biens matériels;Vermietung und Leasing von sontigen Maschinen, Werkzeugen und materiellen Gÿtern;
5;77400;7740;Lease van intellectuele eigendom en vergelijkbare producten, met uitzondering van werken onder auteursrecht;Location-bail de propriété intellectuelle et de produits similaires, à l'exception des oeuvres soumises au droit d'auteur;Leasing von nichtfinanziellen immateriellen Vermögensgegenständen (ohne Copyrights);
5;78100;7810;Arbeidsbemiddeling;Activités des agences de placement de main-d'oeuvre;Vermittlung von Arbeitskräften;
5;78200;7820;Uitzendbureaus;Activités des agences de travail temporaire;Befristete ÿberlassung von Arbeitskräften;
5;78300;7830;Andere vormen van arbeidsbemiddeling;Autre mise à disposition de ressources humaines;Sonstige ÿberlassung von Arbeitskräften;
5;79110;7911;Reisbureaus;Activités des agences de voyage;Reisebÿros;
5;79120;7912;Reisorganisatoren;Activités des voyagistes;Reiseveranstalter;
5;79901;7990;Toeristische informatiediensten;Services d'information touristique;Touristische Informationsdienste;
5;79909;7990;Overige reserveringsactiviteiten;Autres services de réservation;Autres services de réservation;
5;80100;8010;Particuliere beveiliging;Activités de sécurité privée;Private Wach- und Sicherheitsdienste;
5;80200;8020;Diensten in verband met beveiligingssystemen;Activités liées aux systèmes de sécurité;Sicherheitsdienste mithilfe von ÿberwachungs- und Alarmsystemen;
5;80300;8030;Opsporingsdiensten;Activités d'enquête;Detekteien;
5;81100;8110;Diverse ondersteunende activiteiten ten behoeve van voorzieningen;Activités combinées de soutien lié aux bâtiments;Hausmeisterdienste;
5;81210;8121;Algemene reiniging van gebouwen;Nettoyage courant des bâtiments;Allgemeine Gebäudereinigung;
5;81220;8122;"Overige reiniging van gebouwen; industriële reiniging";"Autres activités de nettoyage des bâtiments; nettoyage industriel";Spezielle Reinigung von Gebäuden und Reinigung von Maschinen;
5;81290;8129;Andere reinigingsactiviteiten;Autres activités de nettoyage;Reinigung a. n. g.;
5;81300;8130;Landschapsverzorging;Services d'aménagement paysager;Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen;
5;82110;8211;Diverse administratieve activiteiten ten behoeve van kantoren;Services administratifs combinés de bureau;Allgemeine Sekretariats- und Schreibdienste;
5;82190;8219;Fotokopiëren, documentvoorbereiding en andere gespecialiseerde ondersteunende activiteiten ten behoeve van kantoren;Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau;"Copy-Shops; Dokumentenvorbereitung und Erbringung sonstiger spezieller Sekretariatsdienste";
5;82200;8220;Callcenters;Activités des centres d'appels;Call Centers;
5;82300;8230;Organisatie van congressen en beurzen;Organisation de salons professionnels et de congrès;Messe-, Ausstellungs- und Kongressveranstalter;
5;82910;8291;Incasso- en kredietbureaus;Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle;Inkassobÿros und Auskunfteien;
5;82920;8292;Verpakkingsbedrijven;Activités de conditionnement;Abfÿllen und Verpacken;
5;82990;8299;Overige zakelijke dienstverlening, n.e.g.;Autres activités de soutien aux entreprises n.c.a.;Erbringung sonstiger wirtschaftlicher Dienstleistungen fÿr Unternehmen und Privatpersonen a. n. g.;
5;84111;8411;Federale overheid;Administration publique fédérale;Föderale öffentliche Verwaltung;
5;84112;8411;Overheden van gemeenschappen en gewesten;Administration publique communautaire et régionale;Gemeinschafts- und Regionalbehörden;
5;84113;8411;Provinciale overheid;Administration publique provinciale;Provinzbehörden;
5;84114;8411;Gemeentelijke overheid, met uitzondering van het O.C.M.W.;Administration publique communale, sauf Centres Publics d'Action Sociale (C.P.A.S.);Gemeindeverwaltung, mit Ausnahme der öffentlichen Sozialhilfezentren (ÖSHZ);
5;84115;8411;Openbare Centra voor Maatschappelijk Welzijn (O.C.M.W.);Centres Publics d'Action Sociale (C.P.A.S.);Öffentliche Sozialhilfezentren (ÖSHZ);
5;84119;8411;Overig algemeen overheidsbestuur;Autre administration publique générale;Sonstige allgemeine öffentliche Verwaltung;
5;84120;8412;Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en andere sociale dienstverlening, m.u.v. sociale verzekeringen;Administration publique (tutelle) de la santé, de la formation, de la culture et des autres services sociaux, à l'exclusion de la sécurité sociale;Öffentliche Verwaltung auf den Gebieten Gesundheitswesen, Bildung, Kultur und Sozialwesen;
5;84130;8413;"Openbaar bestuur op het gebied van het bedrijfsleven; stimuleren van het bedrijfsleven";Administration publique (tutelle) des activités économiques;Wirtschaftsförderung, -ordnung und -aufsicht;
5;84210;8421;Buitenlandse zaken;Affaires étrangères;Auswärtige Angelegenheiten;
5;84220;8422;Defensie;Défense;Verteidigung;
5;84231;8423;Rechtbanken;Tribunaux;Gerichtsbehörden;
5;84232;8423;Strafinrichtingen;Etablissements pénitentiaires;Etablissements pénitentiaires;
5;84239;8423;Overige activiteiten met betrekking tot justitie;Autres activités relatives à la justice;Sonstige mit dem Rechtsschutz verbundene Tätigkeiten;
5;84241;8424;Federale Politie;Police fédérale;Föderale Polizeï;
5;84242;8424;Lokale Politie;Police locale;Lokale Polizeï;
5;84249;8424;Overige openbare orde en civiele veiligheid;Autres activités d'ordre public et de sécurité civile;Sonstige Tätigkeiten im Bereich der öffentlichen Ordnung und zivilen Sicherheit;
5;84250;8425;Brandweer;Services du feu;Feuerwehren;
5;84301;8430;Verplichte sociale verzekeringen, met uitzondering van ziekenfondsen;Sécurité sociale obligatoire, à l'exclusion des mutuelles;Sozialversicherung, ohne Krankenkassen;
5;84302;8430;Ziekenfondsen en zorgkassen;Mutuelles et caisses d'assurance soins;Krankenkassen;
5;84309;8430;Overige instellingen van de sociale zekerheid;Autres organismes de sécurité sociale;Andere Sozialversicherungsträger;
5;85101;8510;Gewoon kleuteronderwijs ingericht door de Gemeenschappen;Enseignement maternel ordinaire communautaire;Herkömlicher von den Gemeinschaften eingerichteter Vorschulunterricht;
5;85102;8510;Provinciaal gesubsidieerd gewoon kleuteronderwijs;Enseignement maternel ordinaire provincial subventionné;Herkömlicher von den Provinzen subventionnierter Vorschulunterricht;
5;85103;8510;Gemeentelijk gesubsidieerd gewoon kleuteronderwijs;Enseignement maternel ordinaire communal subventionné;Herkömlicher von den Gemeinden subventionnierter Vorschulunterricht;
5;85104;8510;Vrij gesubsidieerd gewoon kleuteronderwijs;Enseignement maternel ordinaire libre subventionné;Herkömlicher subventionnierter freier Vorschulunterricht;
5;85105;8510;Buitengewoon officieel kleuteronderwijs;Enseignement maternel spécialisé organisé par les pouvoirs publics;Spezialisierter von den öffentlichen Instanzen organisierter Vorschulunterricht;
5;85106;8510;Vrij gesubsidieerd buitengewoon kleuteronderwijs;Enseignement maternel spécialisé libre subventionné;Spezialisierter freier subventionnierter Vorschulunterricht;
5;85109;8510;Gewoon kleuteronderwijs, n.e.g.;Enseignement maternel n.c.a.;Vorschulunterricht a.n.g.;
5;85201;8520;Gewoon lager onderwijs ingericht door de Gemeenschappen;Enseignement primaire ordinaire communautaire;Herkömlicher von den Gemeinschaften eingerichteter Grundschulunterricht;
5;85202;8520;Provinciaal gesubsidieerd gewoon lager onderwijs;Enseignement primaire ordinaire provincial subventionné;Herkömlicher von den Provinzen subventionnierter Grundschulunterricht;
5;85203;8520;Gemeentelijk gesubsidieerd gewoon lager onderwijs;Enseignement primaire ordinaire communal subventionné;Herkömlicher von den Gemeinden subventionnierter Grundschulunterricht;
5;85204;8520;Vrij gesubsidieerd gewoon lager onderwijs;Enseignement primaire ordinaire libre subventionné;Herkömlicher freier subventionnierter Grundschulunterricht;
5;85205;8520;Buitengewoon officieel lager onderwijs;Enseignement primaire spécialisé organisé par les pouvoirs publics;Spezialisierter von den öffentlichen Instanzen organisierter Grundschulunterricht;
5;85206;8520;Vrij gesubsidieerd buitengewoon lager onderwijs;Enseignement primaire spécialisé libre subventionné;Spezialisierter freier subventionnierter Vorschulunterricht;
5;85207;8520;Alfabetiseringsprogramma's ten behoeve van volwassenen;Alphabétisation des adultes;Erwachsenenalphabetisierung;
5;85209;8520;Gewoon lager onderwijs, n.e.g.;Enseignement primaire ordinaire n.c.a.;Herkömlicher Grundschulunterricht a.n.g.;
5;85311;8531;Gewoon algemeen secundair onderwijs ingericht door de Gemeenschappen;Enseignement secondaire général ordinaire communautaire;Herkömicher von den Gemeinschaften eingerichteter allgemeinbildender Sekundarunterricht;
5;85312;8531;Provinciaal gesubsidieerd gewoon algemeen secundair onderwijs;Enseignement secondaire général ordinaire provincial subventionné;Herkömicher von den Provinzen subventionierter allgemeinbildender Sekundarunterricht;
5;85313;8531;Gemeentelijk gesubsidieerd gewoon algemeen secundair onderwijs;Enseignement secondaire général ordinaire communal subventionné;Herkömicher von den Gemeinden subventionierter allgemeinbildender Sekundarunterricht;
5;85314;8531;Vrij gesubsidieerd gewoon algemeen secundair onderwijs;Enseignement secondaire général ordinaire libre subventionné;Herkömicher freier subventionierter allgemeinbildender Sekundarunterricht;
5;85319;8531;Gewoon algemeen secundair onderwijs, n.e.g.;Enseignement secondaire ordinaire général n.c.a.;Herkömicher allgemeinbildender Sekundarunterricht a.n.g.;
5;85321;8532;Gewoon technisch en beroepssecundair onderwijs ingericht door de Gemeenschappen;Enseignement secondaire technique et professionnel ordinaire communautaire;Herkömlicher von den Gemeinschaften eingerichteter technischer und berufsbildender Sekundarunterricht;
5;85322;8532;Provinciaal gesubsidieerd gewoon technisch en beroepssecundair onderwijs;Enseignement secondaire technique et professionnel ordinaire provincial subventionné;Herkömlicher von den Provinzen subventionnierter technischer und berufsbildender Sekundarunterricht;
5;85323;8532;Gemeentelijk gesubsidieerd gewoon technisch en beroepssecundair onderwijs;Enseignement secondaire technique et professionnel ordinaire communal subventionné;Herkömlicher von den Gemeinden subventionnierter technischer und berufsbildender Sekundarunterricht;
5;85324;8532;Vrij gesubsidieerd gewoon technisch en beroepssecundair onderwijs;Enseignement secondaire technique et professionnel ordinaire libre subventionné;Herkömlicher freier subventionnierter technischer und berufsbildender Sekundarunterricht;
5;85325;8532;Buitengewoon officieel secundair onderwijs;Enseignement secondaire spécialisé organisé par les pouvoirs publics;Spezialisierter von den öffentlichen Instanzen organisierter Sekundarunterricht;
5;85326;8532;Vrij gesubsidieerd buitengewoon secundair onderwijs;Enseignement secondaire spécialisé libre subventionné;Spezialisierter freier subventionnierter Sekundarunterricht;
5;85329;8532;Technisch, beroeps- en buitengewoon secundair onderwijs, n.e.g.;Enseignement secondaire technique, professionnel et spécialisé n.c.a.;Technischer, berufsbildender und spezialisierter Sekundarunterricht a.n.g.;
5;85410;8541;Post-secundair niet-hoger onderwijs;Enseignement post-secondaire non supérieur;Post-sekundärer, nicht tertiärer Unterricht;
5;85421;8542;Officieel hoger onderwijs;Enseignement supérieur organisé par les pouvoirs publics;Von den öffentlichen Instanzen organisierter Hochschulunterricht;
5;85422;8542;Vrij gesubsidieerd hoger onderwijs;Enseignement supérieur libre subventionné;Freie subventionierte Hochschulen;
5;85429;8542;Hoger onderwijs, n.e.g.;Enseignement supérieur n.c.a.;Hochschulunterricht a.n.g.;
